tid,tournament_name,start_date,month,round,table,status,winner_id,winner_name,player_id,player_name,is_winner,deck_url,deck_raw,raw_team,team_name,team_key,player_1,player_2,deck_1,deck_2,deck_url_1,deck_url_2,deck_name_pt_1,deck_name_pt_2,deck_name_en_1,deck_name_en_2,colecao_1,colecao_2,map_status,missing_players,missing_decks
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,2,,,Bauer & Marcos Sartori,cK00lRZ181cMm1O6Qll4,Bauer & Marcos Sartori,1,,,Marcos Sartori & Bauer,Bauer & Marcos Sartori,bauer & marcos sartori,Marcos Sartori,Bauer,Counter Blitz,Influência Corruptora,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/wRdT-auSDE6XcMJPM0aHDA,Counter Blitz,Influência Corruptora,Counter Blitz,Corrupting Influence,Final Fantasy,Phyrexia: All Will Be One,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,2,,,Bauer & Marcos Sartori,j2QCbi8rckQctKFUxHEn,Samuel & Thiago,0,,,Samuel & Thiago,Samuel & Thiago,samuel & thiago,Samuel,Thiago,Most Wanted,Masmorras da Morte,https://moxfield.com/decks/ln4DVjJZIUau9OnrwJgTWw,https://moxfield.com/decks/CmXsAJpFak2_daWDYx4OPQ,Most Wanted,Masmorras da Morte,Most Wanted,Dungeons of Death,Outlaws of Thunder Junction,Dungeons and Dragons: Adventures in the Forgotten Realms,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,3,,,Jorel & Martin,l0Uc9FBlfz6gAsFTSH9U,Boone & Reva,0,,,Reva & Boone,Boone & Reva,boone & reva,Reva,Boone,Dance of the Elements,Animated Army,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/IZBQnOST_kWlQtqytb75rg,Dance of the Elements,Animated Army,Dance of the Elements,Animated Army,Lorwyn Eclipsed,Bloomburrow,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,3,,,Jorel & Martin,XFnj6iHRxlA9M4LynmFv,Jorel & Martin,1,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Jeskai Striker,Endless Punishment,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Jeskai Striker,Endless Punishment,Jeskai Striker,Endless Punishment,Tarkir Dragonstorm,Duskmourn: House of Horror,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,4,,,Felipe Familiar & Langa,uRPALW9SRbM8DFGEbBeQ,Felipe Familiar & Langa,1,,,Felipe Familiar & Langa,Felipe Familiar & Langa,felipe familiar & langa,Felipe Familiar,Langa,Blight Curse,Içar Velas,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Blight Curse,Içar Velas,Blight Curse,Ahoy Mateys,Lorwyn Eclipsed,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,4,,,Felipe Familiar & Langa,X5LrLopnvGARQgwpYJEb,Erick & Glauber,0,,,Glauber & Erick,Erick & Glauber,erick & glauber,Glauber,Erick,Levante Entrópico,Dance of the Elements,https://moxfield.com/decks/s4Ex7br4q0iFcwYzq80M7w,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,Levante Entrópico,Dance of the Elements,Entropic Uprising,Dance of the Elements,Commander 2016,Lorwyn Eclipsed,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,5,,,Fabio & Luiz,1zFIu3Ek4VIawnKRq54V,Chueiry & Vicente,0,,,Chueiry & Vicente,Chueiry & Vicente,chueiry & vicente,Chueiry,Vicente,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/Q3Wn5qhG0UWFaGIYEpmRjQ,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,Tarkir Dragonstorm,Secret Lair Commander Deck,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,2,5,,,Fabio & Luiz,znBL3tiqw1dZD2kq4HXa,Fabio & Luiz,1,,,Fabio & Luiz,Fabio & Luiz,fabio & luiz,Fabio,Luiz,Counter Blitz,Exploradores das Profundezas,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,Counter Blitz,Exploradores das Profundezas,Counter Blitz,Explorers of the Deep,Final Fantasy,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,1,,Draw,Draw,cK00lRZ181cMm1O6Qll4,Bauer & Marcos Sartori,0,,,Marcos Sartori & Bauer,Bauer & Marcos Sartori,bauer & marcos sartori,Marcos Sartori,Bauer,Counter Blitz,Influência Corruptora,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/wRdT-auSDE6XcMJPM0aHDA,Counter Blitz,Influência Corruptora,Counter Blitz,Corrupting Influence,Final Fantasy,Phyrexia: All Will Be One,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,1,,Draw,Draw,rxCHpUnI6BhF3aqnDJUX,Andressa & Carbeauty,0,,,Carbeauty & Andressa,Andressa & Carbeauty,andressa & carbeauty,Carbeauty,Andressa,Blight Curse,Counter Blitz,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Blight Curse,Counter Blitz,Blight Curse,Counter Blitz,Lorwyn Eclipsed,Final Fantasy,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,2,,,Juliano & Mateus,uRPALW9SRbM8DFGEbBeQ,Felipe Familiar & Langa,0,,,Felipe Familiar & Langa,Felipe Familiar & Langa,felipe familiar & langa,Felipe Familiar,Langa,Blight Curse,Içar Velas,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Blight Curse,Içar Velas,Blight Curse,Ahoy Mateys,Lorwyn Eclipsed,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,2,,,Juliano & Mateus,rsVhe5vz4jEHBziw1Y0v,Juliano & Mateus,1,,,Juliano & Mateus,Juliano & Mateus,juliano & mateus,Juliano,Mateus,Içar Velas,Virtude e Valor,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,Içar Velas,Virtude e Valor,Ahoy Mateys,Virtue and Valor,The Lost Caverns of Ixalan,Wilds of Eldraine,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,3,,Draw,Draw,znBL3tiqw1dZD2kq4HXa,Fabio & Luiz,0,,,Fabio & Luiz,Fabio & Luiz,fabio & luiz,Fabio,Luiz,Counter Blitz,Exploradores das Profundezas,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,Counter Blitz,Exploradores das Profundezas,Counter Blitz,Explorers of the Deep,Final Fantasy,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,3,,Draw,Draw,XFnj6iHRxlA9M4LynmFv,Jorel & Martin,0,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Jeskai Striker,Endless Punishment,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Jeskai Striker,Endless Punishment,Jeskai Striker,Endless Punishment,Tarkir Dragonstorm,Duskmourn: House of Horror,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,4,,,Samuel & Thiago,j2QCbi8rckQctKFUxHEn,Samuel & Thiago,1,,,Samuel & Thiago,Samuel & Thiago,samuel & thiago,Samuel,Thiago,Most Wanted,Masmorras da Morte,https://moxfield.com/decks/ln4DVjJZIUau9OnrwJgTWw,https://moxfield.com/decks/CmXsAJpFak2_daWDYx4OPQ,Most Wanted,Masmorras da Morte,Most Wanted,Dungeons of Death,Outlaws of Thunder Junction,Dungeons and Dragons: Adventures in the Forgotten Realms,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,4,,,Samuel & Thiago,l0Uc9FBlfz6gAsFTSH9U,Boone & Reva,0,,,Reva & Boone,Boone & Reva,boone & reva,Reva,Boone,Dance of the Elements,Animated Army,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/IZBQnOST_kWlQtqytb75rg,Dance of the Elements,Animated Army,Dance of the Elements,Animated Army,Lorwyn Eclipsed,Bloomburrow,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,5,,,Erick & Glauber,X5LrLopnvGARQgwpYJEb,Erick & Glauber,1,,,Glauber & Erick,Erick & Glauber,erick & glauber,Glauber,Erick,Levante Entrópico,Dance of the Elements,https://moxfield.com/decks/s4Ex7br4q0iFcwYzq80M7w,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,Levante Entrópico,Dance of the Elements,Entropic Uprising,Dance of the Elements,Commander 2016,Lorwyn Eclipsed,manual,0,0
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01,3,5,,,Erick & Glauber,1zFIu3Ek4VIawnKRq54V,Chueiry & Vicente,0,,,Chueiry & Vicente,Chueiry & Vicente,chueiry & vicente,Chueiry,Vicente,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/Q3Wn5qhG0UWFaGIYEpmRjQ,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,Tarkir Dragonstorm,Secret Lair Commander Deck,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,1,,,Bauer & Langa,NM3O5De3jIdZ7EJI1kC1,Bauer & Langa,1,,,Bauer & Langa,Bauer & Langa,bauer & langa,Bauer,Langa,Endless Punishment,Içar Velas,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Endless Punishment,Içar Velas,Endless Punishment,Ahoy Mateys,Duskmourn: House of Horror,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,1,,,Bauer & Langa,MgukdtqpFCWGovSzBs6r,Erick & Fabio,0,,,Erick & Fábio,Erick & Fabio,erick & fabio,Erick,Fabio,Counter Blitz,Exploradores das Profundezas,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,Counter Blitz,Exploradores das Profundezas,Counter Blitz,Explorers of the Deep,Final Fantasy,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,2,,,Arthur Sartori & Marcos Sartori,1FDH3YwLOJqqhoGYjXHh,Gustavo Dias & Udo,0,,,Gustavo Dias & Udo,Gustavo Dias & Udo,gustavo dias & udo,Gustavo Dias,Udo,Ferocidade Felina,Pedido de Apoio,https://moxfield.com/decks/T9XdORiOPky0VSmV63hoKA,https://moxfield.com/decks/tqa1AHW1_0WhE-TvWKD1Ng,Ferocidade Felina,Pedido de Apoio,Feline Ferocity,Call for Backup,Commander 2017,March of the Machine,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,2,,,Arthur Sartori & Marcos Sartori,nJsdPaC7XnkP5XpdUJVZ,Arthur Sartori & Marcos Sartori,1,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Temur Roar,Veloci-E-Rápido,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Temur Roar,Veloci-E-Rápido,Temur Roar,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,3,,,João Marmentini & Vande,d6onUDRz14avzaFVYFE6,João Marmentini & Vande,1,,,Vande & Joao Marmentini,João Marmentini & Vande,joao marmentini & vande,Vande,João Marmentini,Counter Blitz,Virtude e Valor,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,Counter Blitz,Virtude e Valor,Counter Blitz,Virtue and Valor,Final Fantasy,Wilds of Eldraine,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,3,,,João Marmentini & Vande,qw4XxzovtDnuqfsMelKQ,Chueiry & Vicente,0,,,Chueiry & Vicente,Chueiry & Vicente,chueiry & vicente,Chueiry,Vicente,Dance of the Elements,Enxame Fractius,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/dnY2YPlJtkalYCkLZ9Q0YQ,Dance of the Elements,Enxame Fractius,Dance of the Elements,Sliver Swarm,Lorwyn Eclipsed,Commander Masters,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,4,,,Boone & Reva,yMD2pSANi2g4mpz2pVNw,Juliano & Mateus,0,,,Juliano & Mateus,Juliano & Mateus,juliano & mateus,Juliano,Mateus,Içar Velas,Virtude e Valor,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,Içar Velas,Virtude e Valor,Ahoy Mateys,Virtue and Valor,The Lost Caverns of Ixalan,Wilds of Eldraine,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,4,,,Boone & Reva,56VW2ypm1Q60I7pd1VCj,Boone & Reva,1,,,Reva & Boone,Boone & Reva,boone & reva,Reva,Boone,Creative Energy,Timey-Wimey,https://moxfield.com/decks/V896XG46-kuKTCBXImt5Cg,https://moxfield.com/decks/weR7hsL3Vk-I2qTNGqfK2w,Creative Energy,Timey-Wimey,Creative Energy,Timey-Wimey,Modern Horizons 3,Doctor Who,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,5,,,Jorel & Martin,dnmV75OvXzTux6llAbTM,Jorel & Martin,1,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Domínio das Fadinas,Jeskai Striker,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Domínio das Fadinas,Jeskai Striker,Fae Dominion,Jeskai Striker,Wilds of Eldraine,Tarkir Dragonstorm,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,5,,,Jorel & Martin,mtWg56AgZRET20q9isy8,Marcelo & Samuel,0,,,Marcelo & Samuel,Marcelo & Samuel,marcelo & samuel,Marcelo,Samuel,Dance of the Elements,Endless Punishment,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Dance of the Elements,Endless Punishment,Dance of the Elements,Endless Punishment,Lorwyn Eclipsed,Duskmourn: House of Horror,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,6,,,Samuel & Thiago,JuiLXww4SOB3t47nblyU,Carlos & Errejota,0,,,Carlos & Errejota,Carlos & Errejota,carlos & errejota,Carlos,Errejota,Temur Roar,Dance of the Elements,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,Temur Roar,Dance of the Elements,Temur Roar,Dance of the Elements,Tarkir Dragonstorm,Lorwyn Eclipsed,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,1,6,,,Samuel & Thiago,yarIweAMYjBQ7hkJZqKu,Samuel & Thiago,1,,,Samuel Maia & Thiago,Samuel & Thiago,samuel & thiago,Samuel,Thiago,Squirreled Away,Blight Curse,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,Squirreled Away,Blight Curse,Squirreled Away,Blight Curse,Bloomburrow,Lorwyn Eclipsed,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,2,1,,,Jorel & Martin,d6onUDRz14avzaFVYFE6,João Marmentini & Vande,0,,,Vande & Joao Marmentini,João Marmentini & Vande,joao marmentini & vande,Vande,João Marmentini,Counter Blitz,Virtude e Valor,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,Counter Blitz,Virtude e Valor,Counter Blitz,Virtue and Valor,Final Fantasy,Wilds of Eldraine,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,2,1,,,Jorel & Martin,dnmV75OvXzTux6llAbTM,Jorel & Martin,1,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Domínio das Fadinas,Jeskai Striker,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Domínio das Fadinas,Jeskai Striker,Fae Dominion,Jeskai Striker,Wilds of Eldraine,Tarkir Dragonstorm,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,2,2,,,Samuel & Thiago,NM3O5De3jIdZ7EJI1kC1,Bauer & Langa,0,,,Bauer & Langa,Bauer & Langa,bauer & langa,Bauer,Langa,Endless Punishment,Içar Velas,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Endless Punishment,Içar Velas,Endless Punishment,Ahoy Mateys,Duskmourn: House of Horror,The Lost Caverns of Ixalan,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,2,2,,,Samuel & Thiago,yarIweAMYjBQ7hkJZqKu,Samuel & Thiago,1,,,Samuel Maia & Thiago,Samuel & Thiago,samuel & thiago,Samuel,Thiago,Squirreled Away,Blight Curse,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,Squirreled Away,Blight Curse,Squirreled Away,Blight Curse,Bloomburrow,Lorwyn Eclipsed,manual,0,0
liga-2x2-online-s1-e02,Liga 2x2 Online S1-E02,2026-02-05,2026-02,2,3,,,Boone & Reva,nJsdPaC7XnkP5XpdUJVZ,Arthur Sartori & Marcos Sartori,0,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Temur Roar,Veloci-E-Rápido,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Temur Roar,Veloci-E-Rápido,Temur Roar,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0
